Series Name                                                                                    , Series Code         , 1975 [YR1975]    , 1976 [YR1976]     , 1977 [YR1977]    , 1978 [YR1978]    , 1979 [YR1979]    , 1980 [YR1980]    , 1981 [YR1981]    , 1982 [YR1982]     , 1983 [YR1983]    , 1984 [YR1984]    , 1985 [YR1985]     , 1986 [YR1986]    , 1987 [YR1987]    , 1988 [YR1988]    , 1989 [YR1989]    , 1990 [YR1990]    , 1991 [YR1991]    , 1992 [YR1992]    , 1993 [YR1993]    , 1994 [YR1994]    , 1995 [YR1995]    , 1996 [YR1996]     , 1997 [YR1997]      , 1998 [YR1998]     , 1999 [YR1999]    , 2000 [YR2000]      , 2001 [YR2001]    , 2002 [YR2002]     , 2003 [YR2003]     , 2004 [YR2004]     , 2005 [YR2005]     , 2006 [YR2006]     , 2007 [YR2007]     , 2008 [YR2008]     , 2009 [YR2009]     , 2010 [YR2010]     , 2011 [YR2011]     , 2012 [YR2012]     , 2013 [YR2013]     , 2014 [YR2014]     , 2015 [YR2015]     , 2016 [YR2016]     , 2017 [YR2017]     , 2018 [YR2018]     , 2019 [YR2019]     , 2020 [YR2020]     , 2021 [YR2021]     , 2022 [YR2022]     , 2023 [YR2023]      , 2024 [YR2024]
GDP per capita growth (annual %)                                                               , NY.GDP.PCAP.KD.ZG   , 1.14230483078612 , 1.98612933479028  , 0.738518332705112, 4.64235757780381 , 0.225709312652583, 5.80395440820467 , 3.50462183380769 , 2.60648813605926  , 3.14476107183957 , 1.82241302270991 , 4.23568398580987  , 1.99470584181627 , 2.88408948028645 , 4.06760070882835 , 1.58506250480809 , 1.02421181151411 , 1.64455814439934 , 4.66648101392903 , -1.02474092628785, 0.779593544127223, 1.97228554754696 , 1.83880828653224  , -1.80254112696187  , -0.242732275330027, 0.876623662652293, 1.35619796881565   , 0.793239199866164, 0.110981031379026 , 2.94922564327645  , 5.20245589475688  , 4.7286345998931   , 3.55533116774782  , 1.72148373910261  , -0.577212099008804, 0.87615081009595  , -0.97547471765489 , 0.408754534144464 , 1.08227196914481  , 2.68232501000951  , 2.56600413102157  , 2.76648640710329  , 5.19506859858923  , 2.96623678403046  , 4.44201942237108  , 0.778096107046181 , -3.03889328268374 , 4.52304565172781  , 2.96250287218002  , -1.57595478935832  , ..
Food production index (2014-2016 = 100)                                                        , AG.PRD.FOOD.XD      , 22.56            , 23.78             , 24.79            , 25.17            , 26.17            , 26.57            , 28.23            , 29.27             , 30.2             , 30.87            , 31.71             , 34.39            , 35.54            , 36.12            , 38.96            , 40.03            , 41.28            , 43.24            , 46.41            , 48.03            , 51.63            , 52.34             , 53.35              , 56.26             , 57.77            , 59.13              , 59.21            , 60.47             , 63.12             , 65.29             , 68.43             , 69.45             , 73.3              , 76.83             , 82.99             , 85.27             , 89.28             , 89.5              , 98.66             , 98.04             , 100.13            , 101.82            , 105.47            , 106.38            , 109.84            , 115.98            , 121.38            , 122.43            , ..                 , ..
Net barter terms of trade index (2015 = 100)                                                   , TT.PRI.MRCH.XD.WD   , ..               , ..                , ..               , ..               , ..               , 259.9094661637   , 234.1758556961   , 226.6979712228    , 242.4306631977   , 246.4563254009   , 233.7175859245    , 301.0832429519   , 271.1052577933   , 249.6787868332   , 229.059408446    , 218.176263061    , 211.8733932776   , 209.8458965116   , 215.0594591653   , 216.3338857211   , 239.2445971093   , 240.8665943615    , 237.969573405      , 273.0754993654    , 235.2550070873   , 200.7221619679     , 163.7185259907   , 155.3908138313    , 145.3776098779    , 138.6049945351    , 123.2369286186    , 114.7781994237    , 107.4252191129    , 94.4938397531     , 106.2752931276    , 106.0442471661    , 101.2717701385    , 97.2623898949     , 92.8866850016     , 96.3884835783     , 100               , 106.2980622869    , 105.4627446454    , 104.5681173384    , 108.5863194616    , 113.6405246159    , 107.6016464064    , ..                , ..                 , ..
Total reserves in months of imports                                                            , FI.RES.TOTL.MO      , ..               , 2.91938150092571  , 2.67006315455411 , 2.33182780806818 , 2.53566713801876 , 2.80504370771781 , 2.50186396257426 , 2.99784796511794  , 4.47877789484881 , 2.40926316475107 , 2.20334408284513  , 2.20905770400392 , 2.03885261782892 , 1.50097009746976 , 1.52874893384443 , 1.10286735080631 , 1.19402913630524 , 1.3169743394782  , 1.75704550801138 , 3.25134981439942 , 1.8595502222897  , 0.880431971513533 , 1.36509761343141   , 1.36812639185578  , 1.87885426335533 , 1.74390829203355   , 3.57949112885884 , 7.04603670076939  , 8.04969107732456  , 5.23027871845456  , 4.10846536969126  , 3.95263736700649  , 4.44077791912762  , 2.02131984108012  , 4.1468992795904   , 4.71850424926724  , 4.15696352930242  , 3.10654658664889  , 1.71197854264599  , 3.06826560863816  , 4.42784130835912  , 4.59066972648983  , 3.14740277594098  , 1.90523052542491  , 3.08190201214364  , 3.8689080390316   , 3.35726367831547  , 1.44062158684771  , 2.50406159885233   , ..
Final consumption expenditure (% of GDP)                                                       , NE.CON.TOTL.ZS      , 92.6283694449691 , 90.1836396551195  , 90.2028741619254 , 92.0667596719861 , 93.661339558269  , 93.0467719137924 , 90.7313548721046 , 91.6772324692512  , 91.536745273569  , 92.3025616838414 , 93.7128963459188  , 89.0506324193636 , 86.143945891465  , 87.5523587147555 , 87.3663356046483 , 86.5217660521787 , 82.600725063688  , 83.0058982074237 , 85.3931302916082 , 83.322134617255  , 84.1672910228831 , 85.5272659353741  , 86.7691631058941   , 83.3309431831423  , 86.0480217153744 , 85.8900221044966   , 86.327956088899  , 85.6406602248893  , 85.0060085539803  , 86.3116264745906  , 89.108370456535   , 89.6696102538863  , 90.0017921196628  , 92.6009042323283  , 90.9671774955537  , 90.7530052886619  , 90.7658983164543  , 92.4020606160805  , 91.5528987486174  , 92.1723256670507  , 90.9281147306088  , 91.2923980648585  , 92.6959237747083  , 93.3941654731166  , 94.6242055731669  , 93.3036209259369  , 94.3925292227403  , 96.3896310034998  , 93.5255485941099   , ..
Gross domestic savings (% of GDP)                                                              , NY.GDS.TOTL.ZS      , 7.37163055503089 , 9.81636034488049  , 9.79712583807463 , 7.93324032801388 , 6.33866044173101 , 6.95322808620756 , 9.26864512789544 , 8.3227675307488   , 8.46325472643096 , 7.69743831615857 , 6.28710365408116  , 10.9493675806364 , 13.856054108535  , 12.4476412852445 , 12.6336643953517 , 13.4782339478213 , 17.399274936312  , 16.9941017925763 , 14.6068697083918 , 16.677865382745  , 15.8327089771169 , 14.4727340646259  , 13.2308368941059   , 16.6690568168577  , 13.9519782846256 , 14.1099778955034   , 13.672043911101  , 14.3593397751107  , 14.9939914460197  , 13.6883735254094  , 10.891629543465   , 10.3303897461137  , 9.99820788033718  , 7.39909576767166  , 9.03282250444631  , 9.2469947113381   , 9.23410168354569  , 7.59793938391946  , 8.4471012513826   , 7.82767433294927  , 9.07188526939125  , 8.70760193514149  , 7.30407622529173  , 6.60583452688339  , 5.37579442683307  , 6.69637907406308  , 5.60747077725974  , 3.61036899650016  , 6.47445140589014   , ..
Government Effectiveness: Estimate                                                             , GE.EST              , ..               , ..                , ..               , ..               , ..               , ..               , ..               , ..                , ..               , ..               , ..                , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , -0.624154627323151, ..                 , -0.490328997373581, ..               , -0.492341905832291 , ..               , -0.549481332302094, -0.586459815502167, -0.543261051177979, -0.457726120948792, -0.383815377950668, -0.489426851272583, -0.73821085691452 , -0.812300384044647, -0.775662660598755, -0.833723247051239, -0.783729493618011, -0.798744976520538, -0.762600779533386, -0.709552943706512, -0.700057625770569, -0.634695649147034, -0.666645467281342, -0.718214333057404, -0.571128666400909, -0.438822388648987, -0.624728679656982, -0.577790379524231 , ..
Control of Corruption: Estimate                                                                , CC.EST              , ..               , ..                , ..               , ..               , ..               , ..               , ..               , ..                , ..               , ..               , ..                , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , -1.22003042697906 , ..                 , -1.08091521263123 , ..               , -0.894909560680389 , ..               , -0.955985903739929, -0.804457187652588, -1.17881202697754 , -1.06204557418823 , -0.818344295024872, -0.818873345851898, -0.899149179458618, -1.07562577724457 , -1.08961069583893 , -1.08339202404022 , -1.06879222393036 , -0.962785661220551, -0.83929455280304 , -0.834522724151611, -0.90090936422348 , -0.8026123046875  , -0.801856637001038, -0.879992425441742, -0.857438266277313, -0.810481548309326, -0.80435037612915 , -0.999357461929321 , ..
Broad money growth (annual %)                                                                  , FM.LBL.BMNY.ZG      , 21.2149200026938 , 32.197017800072   , 17.947537689649  , 19.8424710529531 , 19.0970049299583 , 15.6972092608554 , 11.524676947358  , 21.8310520962321  , 20.909458718545  , 4.64762674379041 , 14.7465547960311  , 16.0727056422608 , 16.4035284144886 , 7.70296260972111 , 7.4009181125896  , 11.6436708059216 , 18.9443128821554 , 29.3005626007176 , 18.1334470492259 , 17.3706019788836 , 13.8097957858075 , 20.0685610542707  , 19.9117967945664   , 7.85937933833109  , 4.31422526833217 , 12.1251582207596   , 14.4302473934702 , 17.6164482140701  , 17.8579443187328  , 18.8953995216099  , 16.3728736632634  , 42.9088740241616  , 17.4383547032998  , 6.52470214178465  , 17.6100569348726  , 14.5658158158496  , 12.6026218346081  , 17.3950199206229  , 13.315647619693   , 11.5437148414194  , 12.1809800448258  , 13.6160489814194  , 9.93132149672482  , 9.83439165904122  , 11.6730296321604  , 15.6327085508701  , 10.4193580639993  , 7.41151860135504  , 16.25306317539     , ..
Broad money to total reserves ratio                                                            , FM.LBL.BMNY.IR.ZS   , 6.78147803794742 , 7.37743550176368  , 8.31777976638695 , 8.96332461477636 , 7.42689381904066 , 6.2703442432067  , 7.53330574662431 , 6.91419002289867  , 4.69243634409825 , 7.70949946566334 , 8.85938186742747  , 9.4311468851125  , 10.4883136482572 , 13.3432451135781 , 12.0246648297378 , 14.9641434353258 , 14.6029926537585 , 13.6440345970031 , 11.7785479160724 , 6.39066813765268 , 10.4526959808588 , 22.2976936516569  , 16.7704992073196   , 18.0378179521707  , 13.329615419551  , 13.6748464353825   , 6.88071683607587 , 3.66926400814884  , 3.38471255102604  , 4.5133720712052   , 4.91478424377641  , 6.00852369090437  , 5.67828681089983  , 10.2656510348898  , 6.38026940375804  , 5.39157336409799  , 5.8049592829978   , 8.43886777352845  , 15.7868889219586  , 8.85213743005421  , 7.20330717945598  , 7.23353965905769  , 9.44836970775528  , 15.4108167065087  , 9.90308181035647  , 8.84427098255482  , 7.83191692789514  , 17.4188128036671  , 10.4771622397162   , ..
Claims on central government (annual growth as % of broad money)                               , FM.AST.CGOV.ZG.M3   , 18.6390312037537 , 10.8176659411317  , 12.6862755815934 , 17.9786372414795 , 10.9647109733782 , 11.2386382212995 , 3.62193838876951 , 15.9084203639505  , 5.05343308337913 , 6.19068688695308 , 2.42521976389316  , 7.11351936993272 , 16.4150406066757 , 2.13656071125533 , 7.23316379532067 , 7.54820835287248 , 18.3416543573161 , 23.3194429029464 , 1.75295184089623 , 3.62147797940311 , 8.66344406029246 , 15.5347314192694  , 4.03167197327043   , 2.5112924021334   , -1.51984282629659, 2.56899539622798   , -4.4993961948084 , 1.21798073577139  , -3.18837234062465 , 8.37163379577933  , 4.42913958363406  , 2.41942824453837  , 6.37096039406008  , 13.213991008483   , 5.91246643446265  , 8.4911051487273   , 14.1148186577313  , 12.937998531815   , 14.6752582486072  , 3.18327844753208  , 7.93054262223552  , 7.20039302073888  , 6.2976253465253   , 7.32151992461945  , 13.0914301154382  , 11.1474716810288  , 7.91088851936106  , 15.3340222152781  , 21.5104971826633   , ..
Claims on other sectors of the domestic economy (annual growth as % of broad money)            , FM.AST.DOMO.ZG.M3   , ..               , ..                , ..               , ..               , ..               , ..               , ..               , ..                , ..               , ..               , ..                , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..                , ..                 , ..                , ..               , ..                 , ..               , 1.96169405905203  , 12.7492125046869  , 16.3642475585697  , 16.9279995288971  , 11.3307565017583  , 9.47499966534084  , 9.75540633690423  , 6.40394397493721  , 1.82148788558321  , -2.0882698921042  , 3.67994892818679  , 2.93087756412346  , 4.2317133127435   , 3.04374649762256  , 5.37969866093188  , 5.68847906487248  , 8.16043599618424  , 2.83599492590684  , 1.62027026315319  , 6.30824141987308  , 5.50958835437837  , 1.48392908205713   , ..
Claims on private sector (annual growth as % of broad money)                                   , FM.AST.PRVT.ZG.M3   , 11.6511610753536 , 19.7242682075052  , 12.1881710638758 , 7.15921893876665 , 12.9443263003792 , 7.70767081760632 , 12.3104223522836 , 12.1612233917094  , 12.1265195772598 , 3.47519664551768 , 17.6362407306576  , 11.5026634879478 , 2.2413159440555  , 7.6474105451774  , 4.89477499082782 , 5.00159971205183 , 6.02344001172568 , 14.4774880657222 , 8.27908116057757 , 7.79920673779957 , 10.7688409570685 , 8.83999714636444  , 7.67623994140275   , 6.32007005403558  , 6.02500869292471 , 8.05412953335222   , 4.20654226113244 , 2.86105041887506  , 11.7845546462676  , 17.9992677459331  , 8.65418243892     , 10.6185228874049  , 7.91555275545397  , 8.89793831832299  , -0.988804740096588, 2.7018336713879   , 1.65735294385548  , 0.944576229339215 , 2.05111566265653  , 2.70205628530285  , 2.29103801561534  , 3.97976436760444  , 3.84776350267184  , 5.8746021971303   , 1.75796880322124  , 1.22992632540156  , 5.47235713150013  , 4.63108854222895  , 0.53424409337067   , ..
Exports of goods and services (annual % growth)                                                , NE.EXP.GNFS.KD.ZG   , 11.546829571876  , 14.1525170770427  , -17.5821002631124, 12.7572478190986 , 13.3094191691118 , 19.506883335634  , 18.2468409196789 , -5.9848151861497  , 24.5725341565665 , -3.69210037038023, -0.360031031016689, 32.8083791559589 , 11.9896379491631 , -4.31256943025402, 13.7746937642641 , 1.12497379390956 , 33.465229876408  , 13.8209806347187 , 1.31735807251457 , 3.11066286831496 , -3.07531501561846, 1.99455849222883  , -6.53597306775441  , -5.72997208714094 , -2.8503170593837 , 16.0160012655645   , 13.3494214943253 , 13.128060496522   , 25.8472171723522  , -1.35384715081868 , 17.5893282385079  , 11.1106455601373  , 3.06035870387274  , 2.3839063621204   , -5.61530647023982 , 7.85409368452643  , 2.77757370987004  , -12.9257234487699 , 9.15264481577751  , -2.48294212702291 , -3.82934361616817 , 1.44991560314567  , 2.47134145595022  , 10.0406075187908  , 13.1723263432879  , 1.51541022912183  , 6.52119915526283  , 5.93912776134096  , 3.19290653424356   , ..
Gross capital formation (annual % growth)                                                      , NE.GDI.TOTL.KD.ZG   , 11.4293581748887 , 1.85002882031054  , 12.0103902202623 , 3.8867278451513  , 4.95464731793567 , 8.09458196105372 , 5.99278171873607 , 18.531848822799   , 2.45202907531896 , 4.87496693230254 , 10.1506267383996  , 4.3701478547794  , 3.96746166502493 , -1.17224343562229, 7.47449422120087 , 5.14404802952089 , 3.01382108308542 , 10.3862609929627 , 3.94584369333262 , -0.76511896180196, 3.82532550009435 , 5.64217807159959  , -3.61366680100795  , 3.04709141902426  , -9.19090428337596, 5.12170975517203   , 4.7601351363636  , -2.10741334666194 , 8.89159151226551  , 9.46401504359223  , 9.22768152750287  , 17.843309147149   , 3.48411474131207  , 3.56141188913432  , -3.45086205242075 , -6.80760023710538 , -7.43205269698157 , 3.60697799053963  , 2.66798475765708  , 3.43696125581201  , 12.5407526752933  , 9.03915973260115  , 7.41325807323172  , 9.86132308003758  , -9.69638953449731 , -6.05832948551246 , 4.00811710420737  , 4.59789886530476  , -13.0738063268401  , ..
Imports of goods and services (annual % growth)                                                , NE.IMP.GNFS.KD.ZG   , -6.35785587660395, 6.95964425125592  , 10.6686266445245 , 6.82475734843409 , 30.2464841532552 , 4.00460148509364 , -20.8920619481853, -0.473206704185543, 11.1069725330233 , 7.23258237286315 , 8.91655039385581  , -2.46133657225253, 1.99192900414383 , -3.4049470978231 , 8.32219916781798 , -3.49959752804884, -7.3969281313647 , 30.8431249074015 , 14.8443579737233 , -10.7893399407074, 3.96977691902653 , 13.5934556225534  , -3.78525671027521  , -5.62113003862521 , -5.40142583911538, -2.25004679389636  , 4.40798078140953 , -2.35334607441098 , 10.7772123505057  , 7.97068515821506  , 35.0508947286117  , 11.450470881334   , 0.11436151047937  , 4.06402184458395  , -13.3902694437933 , -2.27214291976925 , -3.35412425001157 , -4.20461751649952 , 0.0592161703109326, 4.48497718866317  , -0.994809862467378, 17.8603261101287  , 18.983621235986   , 15.7332887195137  , 7.6119282658312   , -5.06351873322131 , 14.4859721532875  , 11.0191565581228  , 1.83063618075529   , ..
"Industry (including construction), value added (annual % growth)"                             , NV.IND.TOTL.KD.ZG   , 1.95609650111805 , 4.90300575648695  , 2.94655557870315 , 9.51440980002529 , 7.6243691354894  , 10.7687154528633 , 9.38161476707495 , 10.7385794107353  , 4.93808753335037 , 7.06242393175404 , 7.83348827084838  , 8.10012363873358 , 8.64539654844434 , 9.82131255630783 , 4.65101911128727 , 6.42986350525554 , 5.13454350021534 , 7.16400289564183 , 4.89768065428144 , 3.88365494207508 , 4.1428689977775  , 4.7235423722903   , -0.325142515426919 , 6.1152676947668   , 4.92108860818267 , 1.27168566864763   , 6.65822551195301 , 1.85487496826515  , 6.49310231027698  , 17.1880771762958  , 9.02236343298361  , 3.28159741678628  , 7.26630191759578  , 8.77651405098625  , -4.14574790132924 , 3.95233182106335  , 4.87481619131573  , 2.33240149968397  , 1.15533509085633  , 4.33702911032844  , 5.39624605044445  , 6.01491332391278  , 4.60735381887945  , 9.18303412279636  , 0.247808623521934 , -5.74513559315804 , 8.19771771055919  , 7.00957891916846  , -3.70453311645238  , ..
"Manufacturing, value added (annual % growth)"                                                 , NV.IND.MANF.KD.ZG   , 0.525990077461174, 1.38504154083161  , 1.80631454330266 , 10.2132100854881 , 8.00865795702997 , 10.2580160278995 , 10.6327388573821 , 13.7531352142676  , 7.03352133620245 , 7.8851596144377  , 8.08953126501655  , 7.54994228472799 , 7.52710554293805 , 9.98308412645319 , 3.9602521738407  , 5.72404052459403 , 3.74576072260466 , 7.21974373364451 , 4.44027821861059 , 4.54682322383778 , 2.53566997574524 , 3.73267360435949  , -0.0739460239903309, 6.92896973980761  , 4.06850368118108 , 1.53418191345631   , 10.6730781544136 , 4.27436467576013  , 7.40705350295541  , 16.3398606528161  , 15.7280072384581  , 10.4415645315997  , 8.06354926480776  , 6.13705464811916  , -3.93717296516519 , 1.72561236011543  , 2.61283764679303  , 2.01323631135236  , 5.36848629847645  , 5.76362010458702  , 4.11630796718197  , 4.02822570812376  , 4.86742452118933  , 7.07897091844704  , 4.52146342481721  , -7.79686003896445 , 10.5227232770967  , 10.855136617302   , -5.26127848530636  , ..
Rural population growth (annual %)                                                             , SP.RUR.TOTL.ZG      , 2.53420002749006 , 2.59833940126252  , 2.66841733658832 , 2.72933808992413 , 2.985176701327   , 3.59838811120184 , 3.74063469537063 , 3.42531198909635  , 3.12540997991809 , 2.79434205130245 , 2.82595415989517  , 3.03463898958279 , 3.06087964926865 , 3.00884836847233 , 2.91417581430251 , 2.98502391072177 , 2.94569729840935 , 2.49902930876025 , 2.40621065715431 , 2.52359187691218 , 2.51837411462422 , 2.53441793220249  , 2.45057735781829   , 2.41034811259313  , 2.42780161637409 , 2.52826479728665   , 2.5002782659682  , 2.15104259520055  , 2.05325484024819  , 2.16501211336621  , 2.09977350296487  , 2.07555928002379  , 2.3331194663717   , 2.36728729013909  , 2.23045064892109  , 2.15747661040863  , 1.92104063849982  , 1.5877822226762   , 1.30934280039938  , 1.17987088167195  , 1.07945425727293  , 0.976502356079157 , 1.08737427902157  , 1.27065796622779  , 1.31062328643109  , 1.39399295715852  , 1.44816315172624  , 1.2817587237489   , 1.05133532889956   , ..
Real interest rate (%)                                                                         , FR.INR.RINR         , ..               , ..                , ..               , ..               , ..               , ..               , ..               , ..                , ..               , ..               , ..                , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..               , ..                , ..                 , ..                , ..               , ..                 , ..               , ..                , ..                , 0.0057407354215582, 3.33053751114992  , 4.70752170437756  , 1.30244855391589  , 1.81694696282903  , 1.92469935448866  , 3.12315587247781  , -1.7109984014482  , 3.27593378279305  , 4.2862667098525   , 4.2162526354002   , 5.47083938915616  , 7.76126513302726  , 4.01832568832305  , 4.51556820489702  , 2.93179330274519  , 0.739692508004723 , -1.45225942307802 , ..                , ..                 , ..
Domestic credit to private sector by banks (% of GDP)                                          , FD.AST.PRVT.GD.ZS   , 18.8065621542862 , 21.219508453254   , 22.0941848972941 , 20.8803747433847 , 23.1736397917041 , 21.5986915991613 , 21.6630720786783 , 22.1404310847454  , 23.9078781625031 , 24.2180599425443 , 27.7821783855794  , 29.7860774451346 , 27.6435467501865 , 26.3685964681095 , 24.9128607525869 , 24.1573329065136 , 22.2370174407211 , 23.4968238834062 , 24.395045127975  , 23.8230064643185 , 24.2071211979922 , 24.6939754444567  , 24.64621514863     , 25.1139429411396  , 25.4743176424825 , 16.603618282266    , 16.2084602957166 , 16.004100784123   , 18.2215997820452  , 21.2947003364719  , 21.6016814942981  , 22.6920728659348  , 22.9535621201464  , 24.0579218723301  , 20.304261403576   , 19.1734279597665  , 16.7029845091337  , 15.1095634962493  , 14.3171162026222  , 13.9460843003725  , 13.8049854559897  , 14.5790565685906  , 15.2607261789396  , 16.5766765483579  , 15.5701259344879  , 14.9326504493872  , 15.2943429989133  , 14.7914270947055  , 11.9021841042798   , ..
Tax revenue (% of GDP)                                                                         , GC.TAX.TOTL.GD.ZS   , 10.9477168272128 , 11.0329538829738  , 11.0218500414029 , 11.5417333015754 , 12.2838160223687 , 13.3500441969604 , 13.5343426936405 , 12.6786546108546  , 12.7883266966165 , 13.2683979590378 , 12.3295852862501  , 13.4730201425762 , ..               , 13.1712242870405 , 13.7080461711346 , ..               , ..               , ..               , ..               , ..               , ..               , ..                , 12.742472960641    , 12.8290938044319  , 13.1653200625243 , 7.49968677287633   , ..               , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                , ..                 , ..
"Total reserves (includes gold, current US$)"                                                  , FI.RES.TOTL.CD      , 562995171.933785 , 684140446.77116   , 715701866.633621 , 795941588.071206 , 1144047212.5687  , 1567771124.70579 , 1455323108.8897  , 1812777232.67859  , 2682849896.94921 , 1610425669.5035  , 1429436612.12654  , 1464868890.78015 , 1440835177.34739 , 1192694259.38085 , 1302246971.95048 , 1046429500.63308 , 1219792227.00139 , 1523790725.72188 , 1995445624.14359 , 3715827396.79534 , 2527544035.20383 , 1307463615.27223  , 1794513746.87746   , 1625676185.12263  , 2117468754.80146 , 2087167574.18215   , 4218132004.43274 , 8795802481.46045  , 11815604886.3329  , 10718170456.621   , 11109358834.068   , 12878021928.1544  , 15798067447.2965  , 9024013987.18211  , 13606125133.5603  , 17255570039.5703  , 17697925812.3776  , 13688479776.3039  , 7651260101.72058  , 14306811155.4783  , 20027864211.2597  , 22027605269.5237  , 18455861310.286   , 11837177725.8521  , 16586046186.2171  , 18521734363.9531  , 22811522857.5295  , 9926587077.28489  , 13730353485.3454   , 12977150809.7531
"Foreign direct investment, net inflows (BoP, current US$)"                                    , BX.KLT.DINV.CD.WD   , 25000000         , 8220530.16788921  , 15223204.0146096 , 32273192.5109724 , 58254127.3625728 , 63632992.7810683 , 108084748.503728 , 63833091.6241583  , 29457026.6648159 , 55510169.7116457 , 131389252.246715  , 105730331.820871 , 129377643.59248  , 186491557.33337  , 210599917.11983  , 245262963.460759 , 258414487.035348 , 336479857.130617 , 348556957.814185 , 421024638.454288 , 722631560.660743 , 921976182.51983   , 716253125.440908   , 506000000         , 532000000        , 308000000          , 378000000        , 826000000         , 534000000         , 1118000000        , 2201000000        , 4273000000        , 5590000000        , 5438000000        , 2338000000        , 2022000000        , 1326000000        , 859000000         , 1333000000        , 1887000000        , 1673000000        , 2576000000        , 2496000000        , 1737000000        , 2234000000        , 2057000000        , 2147000000        , 1462000000        , 2048000000         , 2568000000
Import value index (2015 = 100)                                                                , TM.VAL.MRCH.XD.WD   , ..               , ..                , ..               , ..               , ..               , 12.1135211017    , 12.7495245442    , 12.3725321521     , 12.0647301231    , 13.2518791901    , 13.3352879932     , 12.1666817616    , 13.1816926299    , 14.9210514415    , 16.1724325321    , 16.6996241641    , 19.1060722713    , 21.2341514244    , 21.5082639034    , 20.1249547198    , 25.9479713809    , 27.4660387522     , 26.2531697229      , 21.0733562778     , 23.1094910359    , 24.5972197094      , 23.0732657142    , 25.432439778      , 29.5191088609     , 40.6380184713     , 57.411021563      , 67.5260369497     , 73.7864517492     , 95.8354464774     , 71.6995992778     , 85.5979057227     , 99.6463639028     , 99.8564571686     , 101.0842102954    , 107.7476680038    , 100               , 106.0654772828    , 130.7417134698    , 136.0215540792    , 113.955805127     , 103.778753855     , 164.1799492963    , ..                , ..                 , ..
Urban population (% of total population)                                                       , SP.URB.TOTL.IN.ZS   , 26.341           , 26.681            , 27.023           , 27.368           , 27.715           , 28.066           , 28.38            , 28.619            , 28.859           , 29.101           , 29.344            , 29.588           , 29.833           , 30.08            , 30.327           , 30.576           , 30.826           , 31.077           , 31.329           , 31.582           , 31.836           , 32.092            , 32.348             , 32.585            , 32.783           , 32.982             , 33.18            , 33.38             , 33.58             , 33.781            , 33.982            , 34.184            , 34.387            , 34.59             , 34.793            , 34.997            , 35.202            , 35.408            , 35.613            , 35.819            , 36.026            , 36.234            , 36.442            , 36.666            , 36.907            , 37.165            , 37.44             , 37.731            , 38.04              , ..
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)", SL.TLF.CACT.ZS      , ..               , ..                , ..               , ..               , ..               , ..               , ..               , ..                , ..               , ..               , ..                , ..               , ..               , ..               , ..               , 49.35            , 49.68            , 49.68            , 49.2             , 49.15            , 48.36            , 49.24             , 50.12              , 49.95             , 50.18            , 50.41              , 50.43            , 50.45             , 50.59             , 50.73             , 50.381            , 50.032            , 50.045            , 50.084            , 50.535            , 50.997            , 50.775            , 51.113            , 51.451            , 50.997            , 52.026            , 51.682            , 51.338            , 50.994            , 51.597            , 51.644            , 52.73             , 52.549            , 52.573             , 52.576
